,title,details
67, Bp akaryakıt 40 TL hediye kampanyası 27 Kasım – 31 Aralık 2018, BP club kartınızla 27 Kasım – 31 Aralık 2018 tarihleri arasında toplamda 400 TL akaryakıt veya otogaz alışverişi yaparak 20 TL değerinde Bp puan kazanabilirsiniz. Kampanyadan 2 defa yararlanıp 40 TL kazanabilirsiniz. Alışverişlerde tutar zorunluluğu yoktur.  Kampanya Ayrıntıları  Kampanyaya katılmak için akaryakıt veya...
68, World akaryakıt kampanyası 25 TL hediye 23 Kasım – 31 Aralık 2018, World kredi kartı sahipleri opet akaryakıt istasyonlarından Yapı Kredi Pay Araçta Ödeme sistemi ile yapacakları 125 TL ve üzeri 4 adet harcamada 25 TL değerinde opet puan kazanacak. Kampanya 23 Kasım - 31 Aralık 2018 tarihleri arasında geçerli olacaktır.  Araçta Ödeme kolaylığı için...
69, Opet akaryakıt yeni çekiliş kampanyası 23 Kasım – 31 Aralık 2018," Opet akaryakıt istasyonlarında yeni çekiliş kampanyası başladı. Kampanya kapsamında 23 Kasım - 31 Aralık 2018 tarihleri arasında opet kartınızla yapacağınız 125 TL ve üzeri her alışveriş bir çekiliş hakkı kazanacaksınız. Çekiliş sonucunda 25 kişi 10.000 TL’lik, 25 kişi 5.000 TL’lik, 25..."
70, Bp akaryakıt kış kampanyası 40 TL puan hediye 16 Kasım – 31 Aralık 2018," BP akaryakıt istasyonlarında başlatılan yeni kampanya kapsamında 16 Kasım – 31 Aralık 2018 tarihleri arasında BP Club Card ile yapacağınız 400 TL ve üzeri akaryakıt veya otogaz alımınıza 20 TL, alımınız 800 TL'ye ulaştığında ikinci 20 TL, toplamda 40 TL'lik BP..."
71, Petrol Ofisi maximum kart kampanyası 16 Kasım – 31 Aralık 2018, Maximum kredi kartı sahipleri Petrol Ofisi akaryakıt istasyonlarından farklı günlerde yapacakları en az birini temassız özellikli Maximum Kart’ın Öde Geç özelliği veya Maximum Mobil Öde-Geç ile 125 TL ve üzeri 4 adet harcamada 40 TL değerinde maxi puan kazanacak. Normal...
72, Bonus kart Aytemiz akaryakıt kampanyası 16 Kasım – 31 Aralık 2018, Bonus kredi kartı sahipleri Aytemiz akaryakıt istasyonlarından farklı günlerde yapacakları 125 TL ve üzeri 4 adet alışverişte 30 TL değerinde hediye bonus fırsatı sizleri bekliyor. Kampanyaya 16 Kasım – 31 Aralık 2018 tarihleri arasında bonus flaş uygulaması üzerinden katılabilirsiniz.  Bonus Kart sahipleri...
73, BP akaryakıt bonus kart kampanyası 16 Kasım – 16 Aralık 2018, Bonus kredi kartı sahipleri BP akaryakıt istasyonlarından araçta ödeme sistemi ile yapacakları toplamda 250 TL ödemede 25 TL değerinde bonus kazanacak. Kampanya 16 Kasım – 16 Aralık 2018 tarihleri arasında bonus flaş ile yapılan katılımlarda geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya 16...
74, Carrefour 100 TL alışverişte 20 TL opet yakıt hediye 15 Ekim – 30 Kasım 2018, Carrefour marketlerden harika bir kampanya haberimiz var. Carrefour'dan 100 TL ve üzeri alışveriş yapanların fişinde çıkacak kampanya kodu ile 20 TL değerinde opet yakıt hediye edilecek. Carrefour kart ve opet mobil uygulaması kullanıcılarına özel kampanya 15 Ekim – 30 Kasım...
75, Aytemiz otogaz kampanyası 15 TL hediye Ekim 2018, Aytemiz akaryakıt istasyonlarında başlatılan kampanya kapsamında 31 Ekim 2018 tarihine kadar 50 TL ve üzeri 3 adet otogaz harcaması yaparak 15 TL değerinde hediye puan kazanabilirsiniz. Ücretsiz Aytemiz kart alarak sizde kampanyadan yararlanabilirsiniz.  Aytemiz Kart ile yapılan 3’üncü Aytemiz Gaz alım...
76, Bonus kredi kartı BP akaryakıt kampanyası 1 Ekim – 15 Kasım 2018, Bonus kartınızla ÜYE BP akaryakıt istasyonlarından 1 Ekim - 15 Kasım 2018 tarihleri arasında farklı günlerde yapacağınız 125 TL ve üzeri alışverişlerde 30 TL değerinde bonus hediye edecek.  Kampanyaya bonus flaş uygulaması üzerinden katılabilirsiniz.  Kazanılan bonusları 21-30 Kasım 2018 tarihleri arasında BP istasyonlarında...
77, Petrol Ofisi paraf kart kampanyası 1 Ekim-15 Kasım 2018," Petrol ofisi akaryakıt istasyonlarındaki paraf poslarından farklı günlerde yapacağınız 125 TL ve üzeri 4 adet harcamada 40 TL değerinde paraf para hediye edilecek. Kampanya 1 Ekim-15 Kasım 2018 tarihleri arasında geçerli olacaktır. Kampanyaya katılmak için PO yazıp 3404’e mesaj gönderilmelidir.  Kazanılan ParafPara’lar, kazanımın..."
78, Axess Opet akaryakıt kampanyası 1 Ekim – 15 Kasım 2018, Axess kredi kartı sahiplerine özel Opet akaryakıt kampanyası kapsamında 125 TL ve üzeri 4 adet harcamada 30 TL değerinde hediye chip para fırsatı sizleri bekliyor. Kampanya 1 Ekim - 15 Kasım 2018 tarihleri arasında opet ve sunpet istasyonlarında axess mobil...
79, World kart Shell akaryakıt kampanyası 1 Ekim – 15 Kasım 2018, World kredi kartı sahipleri Shell akaryakıt istasyonlarından yapacakları 125 TL ve üzeri 4 adet harcamada 30 TL değerinde Shell puan kazanacak. Kampanyaya 1 Ekim - 15 Kasım 2018 tarihleri arasında yapı kredi cüzdan uygulaması üzerinden katılabilirsiniz.  Kazanılan puan 22 Kasım - 1...
80, Total akaryakıt maximum kart kampanyası 1 Ekim – 15 Kasım 2018, Maximum kredi kartı sahipleri Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 125 TL ve üzeri alışverişlerde 40 TL değerinde maxi puan kazanacak. Kampanyaya maximum mobil uygulaması üzerinden 1 Ekim - 15 Kasım 2018 tarihleri arasında katılabilirsiniz.
81, Aytemiz gaz 3×50 TL harcamada 15 TL hediye 15 Eylül- 31 Ekim 2018, Aytemiz otogaz kampanyası kapsamında farklı günlerde yapacağınız 50 TL ve üzeri 3 adet harcamada 15 TL hediye yakıt fırsatı sizleri bekliyor. Akbank neo kart 100 TL'ye 5 TL hediye veriyor birleştirebilir. Aytemiz gaz kampanyası 15 Eylül- 31 Ekim 2018 tarihleri...
82, Bp akaryakıt hopi kampanyası 25 paracık hediye 1 – 30 Eylül 2018," Hopililer kazanmaya devam ediyor. BP akaryakıt istasyonlarından hopi kimliğinizle toplamda yapacağınız 400 TL ve üzeri harcamada 25 paracık hediye edilecek. Kampanya 1 - 30 Eylül 2018 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya, 1- 30 Eylül 2018 tarihleri arasında kampanyaya katılan BP..."
83, Go akaryakıt 3 kat puan kampanyası, Go akaryakıt istasyonlarında kampanyalar devam ediyor. Go yakıtta 27 Ağustos 2018 tarihine kadar Go card ile yapacağınız benzin motorin alışverişlerinde 3 kat puan fırsatı sizleri bekliyor. Kampanyaya katılmak için GO istasyonlarından temin edebileceğiniz GO CARD başvuru formunu doldurarak GO CARD sahibi...
84, Lukoil 6000 TL yakıt hediye kampanyası 2018," Lukoil akaryakıt istasyonlarında kampanyalar sürüyor. Lukoil efsane yarışmasında 6000 TL hediye yakıt, Dubai seyahati gibi birçok hediye şansı sunuyor. Lukoil 2018 yarışma kampanyası hakkında detaylı bilgiyi aşağıda bulabilirsiniz.  İsteyene 1 yıllık akaryakıt, isteyene Otel Transilvanya 3 temalı Dubai tatili, isteyene takımıyla..."
85, Petrol ofisi world kart kampanyası 16 Ağustos – 30 Eylül 2018, Petrol ofisi akaryakıt istasyonlarından world kredi kartı ile farklı günlerde yapacağınız 125 TL ve üzeri 4 adet alışverişte 30 TL değerinde petrol ofisi puan kazanacaksınız. Kampanya 16 Ağustos - 30 Eylül 2018 tarihleri arasında geçerli olacak kampanyaya yapı kredi cüzdan uygulaması...
86, Maximum kart Opet akaryakıt kampanyası 16 Ağustos – 30 Eylül 2018, Maximum kredi kartı sahipleri Opet akaryakıt istasyonlarından farklı günlerde yapacakları 125 TL ve üzeri 4 adet harcamada 40 TL değerinde maxi puan kazanacak. Kampanya 16 Ağustos – 30 Eylül 2018 tarihleri arasında geçerli olacak ve kazanılan puanlar yine Opet istasyonlarında geçerli...
87, Migros ve Petrol ofisinden 100+100 TL harcamada 20 TL hediye, Positive card ve money club kart sahipleri 100 TL petrol ofisi ve 100 TL migsros alışverişlerinde 10 TL money puan ve 10 TL positive puan kazanacak. Kampanya 16 Ağustos - 16 Eylül 2018 tarihleri arasında geçerli olacaktır. Kazanılan puanlar petrol...
88, Bonus kart Shell akaryakıt kampanyası 1 Ağustos- 15 Eylül 2018, Bonus kredi kartı sahipleri Shell akaryakıt istasyonlarından farklı günlerde yapacakları 125 TL ve üzeri 4 adet harcamada 30 TL değerinde bonus kazanacak. Kampanyaya 1 Ağustos- 15 Eylül 2018 tarihleri arasında bonus flaş uygulaması üzerinden katılabilirsiniz.  Kampanya Ayrıntıları  Kampanya 1 Ağustos –...
89, Opetten 25 TL yakıt puan hediye kampanyası 18 Temmuz – 31 Ağustos 2018," Opet yeni kampanyasında opet kart sahiplerine özel her 150 TL alışverişte Y-A-Z harflerinden birini vererek her harf için 5 TL, toplamda 15 TL yakıt puan ediyor. Kampanya 18 Temmuz - 31 Ağustos 2018 tarihleri arasında geçerli olacaktır.  Kampanyaya katılmak için 15 Ağustos..."
90, Shell otogaz kampanyası her 60 TL’de 5 TL hediye 16 Temmuz – 2 Eylül 2018, Shell yeni kampanyasında clubsmart kart ile yapacağınız her 60 TL ve üzeri otogaz harcamanızda 5 TL değerinde  smart puan hediye edecek. Kampanyadan toplamda 7 defa faydalanabilecek ve 35 TL kazanacaksınız. Kampanya 16 Temmuz – 2 Eylül 2018 tarihleri arasında geçerli olacaktır.  Kampanyaya...
91, Petrol ofisi akaryakıt kampanyasında money karta özel 15 TL hediye," Money club kart sahipleri Petrol ofisi akaryakıt istasyonlarından yapacakları 150 TL ve üzeri akaryakıt alışverişlerinde 15 TL değerinde hediye kart kazanacak. Kampanya 18 Temmuz 2018 tarihine kadar geçerli olacaktır.  Kampanya Ayrıntıları
Kampanyadan yararlanmak için kampanya dahilinde kullanılacak olan Money Club Kart’lar hem..."
92, World kart Bp akaryakıt kampanyası 1 Temmuz – 15 Ağustos 2018, World kredi kartı sahipleri Bp akaryakıt kampanyası kapsamında farklı günlerde yapacakları 125 TL ve üzeri 4 adet alışverişte 30 TL değerinde bp puan kazanacak. Kampanyaya yapı kredi cüzdan üzerinden katılım sağlanmalıdır. Sms ile başvuruda 25 TL bp puan verilecektir.  Kampanya 1...
93, Opet akaryakıt istasyonlarında 7 kat puan hediye kampanyası 1-31 Temmuz 2018," Opet yeni kampanyasında istasyonlardan yapacağınız 250 TL ve üzeri benzin-motorin alışverişlerinde 7 kat puan hediye edecek. Kampanyaya katılmak için aşağıdaki belirtilen formu doldurmanız yeterli.   paro.com.tr/form/opet-iletisim_izin_kampanyasi_temmuz_18583445324676784542  Kampanya Ayrıntıları  Kampanya 1-31 Temmuz 2018 tarihleri arasında geçerlidir.
(paro.com.tr/form/opet-iletisim_izin_kampanyasi_temmuz_18583445324676784542) adresindeki İlgili formu eksiksiz dolduran müşteriler,  15..."
94, Maximum kart Aytemiz akaryakıt kampanyası 1 Temmuz – 15 Ağustos 2018," Maximum kredi kartı sahipleri Aytemiz akaryakıt istasyonlarından farklı günlerde yapacakları 100 TL ve üzeri 4 adet harcamada 40 TL değerinde maxi puan kazanacak. Maximum mobil üzerinden kampanyaya katılmalısınız, sms ile başvuruda 10 TL eksik puan yüklenecektir. Kampanya 1 Temmuz – 15..."
95, Shell akaryakıt istasyonlarında cardfinans kampanyası 1-31 Temmuz 2018, Cardfinans kredi kartı sahipleri Shell akaryakıt istasyonlarından farklı günlerde yapacakları 100 TL ve üzeri 3 adet harcamada 20 TL değerinde para puan kazanacak. Kazanılan puanlar yine Shell istasyonlarında geçerli olacaktır. Kampanya 1-31 Temmuz 2018  tarihleri arasında geçerli olacaktır.  Kazanılan ParaPuanlar 2 Ağustos...
96, Axess Petrol ofisi akaryakıt kampanyası 1 Temmuz – 15 Ağustos 2018, Axess kredi kartı sahipleri Petrol ofisi akaryakıt istasyonlarından farklı günlerde yapacakları 125 TL ve üzeri 4 adet harcmada 40 TL değerinde chip para kazanacak. Kampanya 1 Temmuz – 15 Ağustos 2018 tarihleri arasında geçerli olacaktır. Axess mobil üzerinden kampanyaya katılabilirsiniz. Kazanılan...
97, Aytemiz Lpg kampanyası 21 Haziran – 31 Temmuz 2018, Aytemiz akaryakıt istasyonlarında kampanyalar sürüyor. Aytemiz kart ile farklı günlerde yapacağınız 50 TL ve üzeri 3 adet lpg otogaz harcamanızda 10 TL değerinde hediye yakıt puan fırsatı sizleri bekliyor. Kampanya 21 Haziran - 31 Temmuz 2018 tarihleri arasında geçerli olacaktır.  15...
98, Aytemiz akaryakıt BKM kampanyası 20 Haziran-20 Eylül 2018, Aytemiz akaryakıt istasyonlarında kampanyalar sürüyor. Araçtan inmeden BKM express sistemi ile akaryakıt ödemenizi yaparak %3 indirim avantajından yararlanabilirsiniz. Kampanyaya aytemiz mobil uygulaması üzerinden BKM express ile öde bölümüne girerek katılabilirsiniz.  Aytemiz BKM kampanyası 20 Haziran-20 Eylül 2018 tarihleri arasında geçerli olacaktır.  Kampanyadan...
99, Bonus kart Opet akaryakıt kampanyası 40 TL hediye 16 Haziran – 31 Temmuz 2018," Bonus kredi kartı sahipleri ÜYE Opet akaryakıt istasyonlarından farklı günlerde yapacakları 4 adet 125 TL ve üzeri alışverişte 40 TL değerinde bonus kazanacak. Kampanyaya 16 Haziran – 31 Temmuz 2018 tarihleri arasında bonus flaş uygulaması üzerinden katılabilirsiniz.  Kampanya Ayrıntıları
Kampanya müşteri bazındadır. SMS..."
100, Maximum kart Petrol ofisi öde geç indirim kampanyası 2018, Maximum kredi kartı sahipleri Petrol ofisi öde geç sistemi ile yapacakları akaryakıt harcamalarında %3 indirim fırsatından yararlanacak. Kampanya 29.05.2018 tarihinden önce tahsis edilmiş temassız özellikli Maximum kredi kartlarının indirim avantajından yararlanması için bir defaya mahsus olmak üzere anlaşmalı Petrol Ofisi istasyonunda...
101, Total akaryakıt 2018 ramazan kampanyası, Total akaryakıt istasyonlarında kampanyalar devam ediyor. Total 2018 ramazan ayına özel kampanyasında club total ile 2 kat hediye puan fırsatı sunuyor. Kampanya 15 Mayıs - 17 Haziran 2018 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  15 Mayıs – 17 Haziran 2018 tarihleri...
102, Shell akaryakıt istasyonlarında axess kart kampanyası 16 Mayıs – 30 Haziran 2018, Axess kredi kartı sahipleri üye Shell akaryakıt istasyonlarından farklı günlerde yapacakları 4 adet 125 TL ve üzeri alışverişte 40 TL değerinde chip para kazanacak. Kampanya 16 Mayıs - 30 Haziran 2018  tarihleri arasında geçerli olacaktır.  Kazanılan chip paralar anında yüklenecek ve...
103, Petrol ofisi akaryakıt maximum kart kampanyası 16 Mayıs – 30 Haziran 2018," Maximum kredi kartı sahipleri Petrol ofisi akaryakıt istasyonlarından farklı günlerde yapacakları 125 TL ve üzeri 4. harcamasında 30 TL, mobil öde geç ile en az bir ödeme yapanlara 50 TL maxi puan hediye edecek. Maximum Petrol ofisi kampanyası 16 Mayıs –..."
104, Bp Hopi kampanyası 25 TL hediye 15 Mayıs – 30 Haziran 2018," Bp akaryakıt istasyonlarında hopi kampanyası kapsamında 400 TL ve üzeri akaryakıt alımınıda 25 paracık hediye fırsatı sizleri bekliyor. Hopi kimliği ile 15 Mayıs - 30 Haziran 2018 tarihleri arasında 400 TL üzeri ödeme yaparak kazanabilirsiniz.  Kampanya Ayrıntıları
Kampanya yalnızca Hopili akaryakıt alışverişlerinde..."
105, World kart Opet akaryakıt kampanyası 40 TL hediye 7 Mayıs – 15 Haziran 2018, World kredi kartı sahiplerine özel Opet akaryakıt kampanyası kapsamında 100 TL ve üzeri Opet alışverişinde 30 TL puan yanında 1 adet işlemi araçta ödeme ile yaparak ekstra 10 TL ile birlikte 40 TL opet puan kazanabilirsiniz. Kampanya 7 Mayıs -...
106, Vakıf world Lukoil akaryakıt kampanyası %5 indirim fırsatı," Vakıfbank world kredi kartı sahipleri Lukoil akaryakıt istasyonlarından yapacakları akaryakıt alımlarında %5 indirim fırsatından yararlanaca. Kampanyaya katılmak için doldur geç uygulamasını cep telefonunuza yükleyerek araçtan inmeden akaryakıt ödemenizi yapabilirsiniz.  DOLDUR GEÇ'İN Avantajları Neler?  DOLDUR GEÇ ile Araçtan İnmeden Ödeme, Üye İstasyonlarda %..."
107, Carrefour 15 TL Shell akaryakıt hediye kampanyası 26 Nisan-3 Haziran 2018, Carrefour marketlerde Shell akaryakıt hediye kampanyası sizleri bekliyor. Kampanya kapsamında 26 Nisan-3 Haziran 2018 tarihleri arasında carrefour kart ile yapacağınız 100 TL ve üzeri alışverişlerde 15 TL değerinde yakıt puan hediye fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  Kampanyaya katılmak için “CARREFOURSA” yazıp birer boşluk...
108, Shell akaryakıt 23 Nisan kampanyası çocuklara kitap ve kalem hediye, Shell akaryakıt istasyonlarında 23 Nisan 2018 Ulusal Egemenlik ve Çocuk Bayramı kampanyası kapsamında tüm çocuklara boyama kitabı ve boyama kalemi hediye edilecek. Hediyenizi almayı unutmayın!  23 Nisan Pazartesi günü Hayalleriyle geleceğimizi renklendirecek olan çocuklarımıza boyama kitabı ve boyama kalemi bu özel...
109, Opetten D&R çocuk kitaplarında 23 Nisan 2018 hediye kampanyası, Opet 23 Nisan 2018 çocuk bayramına özel kampanyasında opet mobil uygulaması üzerinden kampanyaya katılanlara D&R çocuk kitaplarında 15 TL indirim fırsatı sunuyor. Ücretsiz 15 TL'lik kitapta alabilirsiniz. Kampanya 30 Nisan 2018 tarihine kadar geçerli olacaktır.  Kampanya Ayrıntıları   20 – 30 Nisan...
110, Paraf kredi kartı Total akaryakıt kampanyası 16 Nisan-31 Mayıs 2018," Paraf kredi kartı sahipleri üye Total akaryakıt istasyonlarından farklı günlerde yapacakları 100 TL ve üzeri 4 adet harcamada 40 TL değerinde paraf para kazanacak. Kampanya 16 Nisan-31 Mayıs 2018 tarihleri arasında geçerli olacaktır.  Kampanyaya TOTAL yazıp 3404’e mesaj göndererek katılabilirsiniz.  Kazanılan ParafPara’lar, kazanımın ertesi..."
111, Shell 1 milyonluk akaryakıt hediye kampanyası 1 Nisan – 31 Mayıs 2018," Shell akaryakıt istasyonlarında başlatılan yeni kampanya kapsamında Shell club kart ile yapacağınız 60 TL ve katları tutarındaki harcamalarınızda 1 çekiliş hakkı kazanarak 100 adet 5000 TL, 150 adet 2000 TL, 250 adet 500 TL ve 500 adet 150 TL değerindeki..."
112, Opet Adana’ya özel akaryakıt kampanyası," Opet şehirlere özel akaryakıt kampanyalarına 2018 yılında da devam ediyor. Adana'da bulunan Opet akaryakıt istasyonlarında bu ay 30 Nisan 2018 tarihine kadar toplamda 250 TL'ye kadar benzin ve motorin alımlarınızda 10 kat %5 yakıt puan hediye edilecek.  Kampanya Ayrıntıları  Kampanya, 28..."
